id,admin,cofog,gfsmExpense,programID,type,amount
20964,104004 Ministry of Economy of RA,4.1.1,4.6.3.9,4010108,non-personnel recurrent,163000000
20965,104004 Ministry of Economy of RA,4.1.1,4.6.3.9,4010109,non-personnel recurrent,264000000
20966,104004 Ministry of Economy of RA,4.1.1,4.6.3.9,4010110,non-personnel recurrent,30000000
20967,104004 Ministry of Economy of RA,4.1.1,4.5.1.1,4010111,non-personnel recurrent,4000000
20968,104004 Ministry of Economy of RA,4.1.1,4.1.1.2,4010112,personnel,0
20969,104004 Ministry of Economy of RA,4.1.1,4.1.3.1,4010112,personnel,0
20970,104004 Ministry of Economy of RA,4.1.1,4.2.1.2,4010112,non-personnel recurrent,0
20971,104004 Ministry of Economy of RA,4.1.1,4.2.1.3,4010112,non-personnel recurrent,0
20972,104004 Ministry of Economy of RA,4.1.1,4.2.1.4,4010112,non-personnel recurrent,0
20973,104004 Ministry of Economy of RA,4.1.1,4.2.1.6,4010112,non-personnel recurrent,0
20974,104004 Ministry of Economy of RA,4.1.1,4.2.2.0,4010112,non-personnel recurrent,0
20975,104004 Ministry of Economy of RA,4.1.1,4.2.2.2,4010112,non-personnel recurrent,0
20976,104004 Ministry of Economy of RA,4.1.1,4.2.3.2,4010112,non-personnel recurrent,0
20977,104004 Ministry of Economy of RA,4.1.1,4.2.3.3,4010112,non-personnel recurrent,0
20978,104004 Ministry of Economy of RA,4.1.1,4.2.3.4,4010112,non-personnel recurrent,0
20979,104004 Ministry of Economy of RA,4.1.1,4.2.3.7,4010112,non-personnel recurrent,0
20980,104004 Ministry of Economy of RA,4.1.1,4.2.3.9,4010112,non-personnel recurrent,0
20981,104004 Ministry of Economy of RA,4.1.1,4.2.4.1,4010112,non-personnel recurrent,0
20982,104004 Ministry of Economy of RA,4.1.1,4.2.5.1,4010112,non-personnel recurrent,0
20983,104004 Ministry of Economy of RA,4.1.1,4.2.5.2,4010112,non-personnel recurrent,0
20984,104004 Ministry of Economy of RA,4.1.1,4.2.6.1,4010112,non-personnel recurrent,0
20985,104004 Ministry of Economy of RA,4.1.1,4.2.6.4,4010112,non-personnel recurrent,0
20986,104004 Ministry of Economy of RA,4.1.1,4.2.6.7,4010112,non-personnel recurrent,0
20987,104004 Ministry of Economy of RA,4.1.1,4.6.3.9,4010112,non-personnel recurrent,0
20988,104004 Ministry of Economy of RA,4.1.1,4.8.2.0,4010112,non-personnel recurrent,0
20989,104004 Ministry of Economy of RA,4.1.1,4.8.2.3,4010112,non-personnel recurrent,0
20990,104004 Ministry of Economy of RA,4.1.1,4.8.6.1,4010112,non-personnel recurrent,0
20991,104004 Ministry of Economy of RA,4.1.1,5.1.2.2,4010112,capital,0
20992,104004 Ministry of Economy of RA,4.1.1,5.1.3.2,4010112,capital,0
20993,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.1.1.1,4020101,personnel,263531000
20994,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.1.1.3,4020101,personnel,23838800
20995,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.1.1.5,4020101,personnel,15031900
20996,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.1.3.1,4020101,personnel,48265700
20997,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.1.2,4020101,non-personnel recurrent,7038800
20998,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.1.3,4020101,non-personnel recurrent,565900
20999,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.1.4,4020101,non-personnel recurrent,5212800
21000,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.1.5,4020101,non-personnel recurrent,1235000
21001,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.2.0,4020101,non-personnel recurrent,7500000
21002,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.2.1,4020101,non-personnel recurrent,0
21003,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.2.2,4020101,non-personnel recurrent,0
21004,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.3.2,4020101,non-personnel recurrent,232800
21005,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.3.4,4020101,non-personnel recurrent,2852000
21006,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.3.7,4020101,non-personnel recurrent,300000
21007,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.3.9,4020101,non-personnel recurrent,195100
21008,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.5.2,4020101,non-personnel recurrent,8030800
21009,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.6.1,4020101,non-personnel recurrent,1993900
21010,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.6.4,4020101,non-personnel recurrent,20505200
21011,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.6.7,4020101,non-personnel recurrent,216000
21012,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.8.2.0,4020101,non-personnel recurrent,264000
21013,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.8.2.3,4020101,non-personnel recurrent,0
21014,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,5.1.2.2,4020101,capital,0
21015,104007 Ministry of Agriculture of RA,4.2.1,4.1.1.1,4020102,personnel,186601700
21016,104007 Ministry of Agriculture of RA,4.2.1,4.1.1.3,4020102,personnel,18286100
21017,104007 Ministry of Agriculture of RA,4.2.1,4.1.1.5,4020102,personnel,18507100
21018,104007 Ministry of Agriculture of RA,4.2.1,4.1.3.1,4020102,personnel,33667500
21019,104007 Ministry of Agriculture of RA,4.2.1,4.2.1.2,4020102,non-personnel recurrent,10396000
21020,104007 Ministry of Agriculture of RA,4.2.1,4.2.1.3,4020102,non-personnel recurrent,361700
21021,104007 Ministry of Agriculture of RA,4.2.1,4.2.1.4,4020102,non-personnel recurrent,10046900
21022,104007 Ministry of Agriculture of RA,4.2.1,4.2.1.5,4020102,non-personnel recurrent,500000
21023,104007 Ministry of Agriculture of RA,4.2.1,4.2.1.6,4020102,non-personnel recurrent,200000
21024,104007 Ministry of Agriculture of RA,4.2.1,4.2.2.0,4020102,non-personnel recurrent,7185000
21025,104007 Ministry of Agriculture of RA,4.2.1,4.2.2.1,4020102,non-personnel recurrent,0
21026,104007 Ministry of Agriculture of RA,4.2.1,4.2.3.2,4020102,non-personnel recurrent,620800
21027,104007 Ministry of Agriculture of RA,4.2.1,4.2.3.4,4020102,non-personnel recurrent,2176600
21028,104007 Ministry of Agriculture of RA,4.2.1,4.2.3.9,4020102,non-personnel recurrent,500000
21029,104007 Ministry of Agriculture of RA,4.2.1,4.2.4.1,4020102,non-personnel recurrent,220000
21030,104007 Ministry of Agriculture of RA,4.2.1,4.2.5.2,4020102,non-personnel recurrent,4126100
21031,104007 Ministry of Agriculture of RA,4.2.1,4.2.6.1,4020102,non-personnel recurrent,3072800
21032,104007 Ministry of Agriculture of RA,4.2.1,4.2.6.4,4020102,non-personnel recurrent,13369900
21033,104007 Ministry of Agriculture of RA,4.2.1,4.2.6.7,4020102,non-personnel recurrent,164700
21034,104007 Ministry of Agriculture of RA,4.2.1,4.2.6.9,4020102,non-personnel recurrent,3500000
21035,104007 Ministry of Agriculture of RA,4.2.1,4.8.2.0,4020102,non-personnel recurrent,154000
21036,104007 Ministry of Agriculture of RA,4.2.1,4.8.2.3,4020102,non-personnel recurrent,0
21037,104007 Ministry of Agriculture of RA,4.2.1,4.6.3.7,4020103,non-personnel recurrent,51137500
21038,104007 Ministry of Agriculture of RA,4.2.1,4.8.6.1,4020104,non-personnel recurrent,5722000
21039,104007 Ministry of Agriculture of RA,4.2.1,4.2.4.1,4020105,non-personnel recurrent,86455000
21040,104007 Ministry of Agriculture of RA,4.2.1,4.2.6.9,4020105,non-personnel recurrent,63545000
21041,104007 Ministry of Agriculture of RA,4.2.1,4.6.3.7,4020106,non-personnel recurrent,48130000
21042,104007 Ministry of Agriculture of RA,4.2.1,4.2.6.6,4020107,non-personnel recurrent,490000000
21043,104007 Ministry of Agriculture of RA,4.2.1,4.6.3.7,4020107,non-personnel recurrent,510000000
21044,104007 Ministry of Agriculture of RA,4.2.1,4.6.3.1,4020108,non-personnel recurrent,40154500
21045,104007 Ministry of Agriculture of RA,4.2.1,4.6.3.8,4020109,non-personnel recurrent,293144800
21046,104007 Ministry of Agriculture of RA,4.2.1,4.6.3.7,4020110,non-personnel recurrent,122100000
21047,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.6.3.7,4020111,non-personnel recurrent,218198200
21048,104007 Ministry of Agriculture of RA,4.2.1,4.6.3.7,4020112,non-personnel recurrent,625000000
21049,101003 RA Government Staff,4.2.1,4.8.6.1,4020113,non-personnel recurrent,75943500
21050,101003 RA Government Staff,4.2.1,5.1.1.2,4020113,capital,0
21051,101003 RA Government Staff,4.2.1,5.1.2.1,4020113,capital,0
21052,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.8.6.1,4020114,non-personnel recurrent,5800000
21053,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.6.3.9,4020115,non-personnel recurrent,10000000
21054,101003 RA Government Staff,4.2.1,4.8.6.1,4020116,non-personnel recurrent,41268700
21055,101003 RA Government Staff,4.2.1,4.8.6.1,4020117,non-personnel recurrent,473017900
21056,101003 RA Government Staff,4.2.1,4.8.6.1,4020118,non-personnel recurrent,72343500
21057,104007 Ministry of Agriculture of RA,4.2.1,4.5.2.2,4020119,non-personnel recurrent,578000000
21058,101003 RA Government Staff,4.2.1,4.8.6.1,4020120,non-personnel recurrent,138320400
21059,101003 RA Government Staff,4.2.1,5.1.1.2,4020120,capital,2564801300
21060,101003 RA Government Staff,4.2.1,5.1.3.4,4020120,capital,163710700
21061,104007 Ministry of Agriculture of RA,4.2.1,4.8.6.1,4020121,non-personnel recurrent,2127595200
21062,104007 Ministry of Agriculture of RA,4.2.1,5.1.1.2,4020121,capital,0
21063,104007 Ministry of Agriculture of RA,4.2.1,5.1.1.3,4020121,capital,45778400
21064,104007 Ministry of Agriculture of RA,4.2.1,5.1.2.1,4020121,capital,0
21065,104007 Ministry of Agriculture of RA,4.2.1,5.1.2.9,4020121,capital,275617600
21066,101003 RA Government Staff,4.2.1,4.8.6.1,4020122,non-personnel recurrent,338184000
21067,101003 RA Government Staff,4.2.1,5.1.1.2,4020122,capital,628277800
21068,101003 RA Government Staff,4.2.1,5.1.2.9,4020122,capital,612588900
21069,101003 RA Government Staff,4.2.1,5.1.3.4,4020122,capital,60254600
21070,104007 Ministry of Agriculture of RA,4.2.1,4.2.3.1,4020123,non-personnel recurrent,0
21071,104007 Ministry of Agriculture of RA,4.2.1,4.8.2.0,4020123,non-personnel recurrent,0
21072,104007 Ministry of Agriculture of RA,4.2.1,5.1.3.1,4020123,capital,0
21073,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.1.1.2,4020124,personnel,0
21074,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.1.3.1,4020124,personnel,0
21075,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.2.0,4020124,non-personnel recurrent,0
21076,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.2.2,4020124,non-personnel recurrent,0
21077,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.3.2,4020124,non-personnel recurrent,0
21078,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.3.4,4020124,non-personnel recurrent,0
21079,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.4.1,4020124,non-personnel recurrent,0
21080,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.5.2,4020124,non-personnel recurrent,0
21081,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.6.4,4020124,non-personnel recurrent,0
21082,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.6.5,4020124,non-personnel recurrent,0
21083,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.6.6,4020124,non-personnel recurrent,0
21084,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.6.7,4020124,non-personnel recurrent,0
21085,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.6.9,4020124,non-personnel recurrent,0
21086,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.8.6.1,4020124,non-personnel recurrent,0
21087,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,5.1.2.2,4020124,capital,0
21088,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,5.1.2.9,4020124,capital,0
21089,105042 Ministry of Agriculture of RA Food Safety Service,4.2.1,4.2.4.1,4020125,non-personnel recurrent,0
21090,104021 Ministry of Finance of RA,4.2.1,4.8.6.1,4020126,non-personnel recurrent,0
21091,104007 Ministry of Agriculture of RA,4.2.2,4.6.3.7,4020201,non-personnel recurrent,708700000
21092,104007 Ministry of Agriculture of RA,4.2.2,4.6.3.7,4020202,non-personnel recurrent,53970000
21093,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.2.5.1,4020401,non-personnel recurrent,225000000
21094,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,5.1.3.4,4020401,capital,0
21095,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.6.3.7,4020402,non-personnel recurrent,3934432000
21096,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.6.3.8,4020403,non-personnel recurrent,94238100
21097,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.1.1.1,4020404,personnel,6500000
21098,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.1.3.1,4020404,personnel,1228000
21099,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.2.1.2,4020404,non-personnel recurrent,200000
21100,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.2.1.4,4020404,non-personnel recurrent,100000
21101,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.2.1.5,4020404,non-personnel recurrent,35000
21102,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.2.2.0,4020404,non-personnel recurrent,1400000
21103,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.2.2.1,4020404,non-personnel recurrent,0
21104,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.2.3.2,4020404,non-personnel recurrent,90000
21105,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.2.5.2,4020404,non-personnel recurrent,120000
21106,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.2.6.1,4020404,non-personnel recurrent,122000
21107,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.2.6.4,4020404,non-personnel recurrent,1205000
21108,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.6.5.6,4020405,non-personnel recurrent,0
21109,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.6.5.7,4020405,non-personnel recurrent,0
21110,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,5.1.1.3,4020405,capital,1000000000
21111,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,5.1.3.4,4020405,capital,0
21112,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.5.1.1,4020406,non-personnel recurrent,583700000
21113,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.8.6.1,4020407,non-personnel recurrent,682544900
21114,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,5.1.1.2,4020407,capital,6421022400
21115,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,5.1.2.9,4020408,capital,0
21116,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,4.8.6.1,4020410,non-personnel recurrent,0
21117,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.2.4,5.1.1.2,4020410,capital,0
21118,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.1.1.1,4030301,personnel,69219300
21119,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.1.1.2,4030301,personnel,44725000
21120,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.1.1.3,4030301,personnel,5962900
21121,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.1.3.1,4030301,personnel,13455900
21122,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.1.2,4030301,non-personnel recurrent,3472200
21123,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.1.3,4030301,non-personnel recurrent,124600
21124,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.1.4,4030301,non-personnel recurrent,5932200
21125,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.1.5,4030301,non-personnel recurrent,160000
21126,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.2.0,4030301,non-personnel recurrent,1711200
21127,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.2.1,4030301,non-personnel recurrent,0
21128,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.3.2,4030301,non-personnel recurrent,0
21129,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.3.4,4030301,non-personnel recurrent,200000
21130,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.3.7,4030301,non-personnel recurrent,300000
21131,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.3.9,4030301,non-personnel recurrent,45560700
21132,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.5.2,4030301,non-personnel recurrent,321100
21133,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.6.1,4030301,non-personnel recurrent,1269200
21134,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.6.4,4030301,non-personnel recurrent,4434900
21135,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.2.6.7,4030301,non-personnel recurrent,129500
21136,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.8.2.0,4030301,non-personnel recurrent,44000
21137,105037 RA State Nuclear Safety Regulatory Committee by the Government,4.3.3,4.8.2.2,4030301,non-personnel recurrent,0
21138,104009 Ministry of Energy and Natural Resources of RA,4.3.4,4.8.6.1,4030401,non-personnel recurrent,178262800
21139,104009 Ministry of Energy and Natural Resources of RA,4.3.4,5.1.1.2,4030401,capital,256063300
21140,104009 Ministry of Energy and Natural Resources of RA,4.3.4,4.8.6.1,4030402,non-personnel recurrent,302031100
21141,104009 Ministry of Energy and Natural Resources of RA,4.3.4,4.8.6.1,4030403,non-personnel recurrent,346975800
21142,104009 Ministry of Energy and Natural Resources of RA,4.3.4,5.1.1.3,4030403,capital,5253067700
21143,104009 Ministry of Energy and Natural Resources of RA,4.3.4,5.1.2.9,4030403,capital,9095000
21144,104009 Ministry of Energy and Natural Resources of RA,4.3.4,4.8.6.1,4030404,non-personnel recurrent,0
21145,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.1.1.1,4030501,personnel,270046300
21146,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.1.1.3,4030501,personnel,25208800
21147,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.1.1.5,4030501,personnel,37598100
21148,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.1.3.1,4030501,personnel,51199800
21149,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.1.2,4030501,non-personnel recurrent,13480700
21150,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.1.3,4030501,non-personnel recurrent,390000
21151,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.1.4,4030501,non-personnel recurrent,12358530
21152,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.1.5,4030501,non-personnel recurrent,320000
21153,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.1.6,4030501,non-personnel recurrent,12257000
21154,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.2.0,4030501,non-personnel recurrent,17176100
21155,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.2.1,4030501,non-personnel recurrent,0
21156,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.3.2,4030501,non-personnel recurrent,0
21157,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.3.4,4030501,non-personnel recurrent,1453000
21158,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.3.7,4030501,non-personnel recurrent,550000
21159,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.3.9,4030501,non-personnel recurrent,50000
21160,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.5.2,4030501,non-personnel recurrent,1598000
21161,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.6.1,4030501,non-personnel recurrent,2921500
21162,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.2.6.4,4030501,non-personnel recurrent,8095000
21163,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.8.2.0,4030501,non-personnel recurrent,157000
21164,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.8.2.3,4030501,non-personnel recurrent,0
21165,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.8.6.1,4030502,non-personnel recurrent,123692600
21166,104009 Ministry of Energy and Natural Resources of RA,4.3.5,5.1.1.3,4030502,capital,391086600
21167,104009 Ministry of Energy and Natural Resources of RA,4.3.5,5.1.2.9,4030502,capital,2405600200
21168,104009 Ministry of Energy and Natural Resources of RA,4.3.5,4.8.6.1,4030503,non-personnel recurrent,336440700
21169,104009 Ministry of Energy and Natural Resources of RA,4.3.5,5.1.2.9,4030503,capital,2097050900
21170,104009 Ministry of Energy and Natural Resources of RA,4.3.5,5.1.1.3,4030504,capital,10762500
21171,104009 Ministry of Energy and Natural Resources of RA,4.3.5,5.1.2.9,4030504,capital,24973400
21172,104009 Ministry of Energy and Natural Resources of RA,4.4.1,4.5.1.1,4040101,non-personnel recurrent,6000000
21173,104018 Ministry of Transport and Communication of RA,4.5.1,4.8.6.1,4050101,non-personnel recurrent,5684400
21174,104018 Ministry of Transport and Communication of RA,4.5.1,5.1.1.2,4050102,capital,0
21175,104018 Ministry of Transport and Communication of RA,4.5.1,5.1.1.3,4050102,capital,3624559000
21176,104018 Ministry of Transport and Communication of RA,4.5.1,5.1.3.4,4050102,capital,221000000
21177,106008 Shirak Marzpetaran,4.5.1,5.1.1.2,4050102,capital,0
21178,104018 Ministry of Transport and Communication of RA,4.5.1,4.2.5.1,4050103,non-personnel recurrent,5398535300
21179,104018 Ministry of Transport and Communication of RA,4.5.1,4.6.3.7,4050103,non-personnel recurrent,150426400
21180,104018 Ministry of Transport and Communication of RA,4.5.1,5.1.1.3,4050104,capital,154441000
21181,104001 Ministry of Territorial Administration of RA,4.5.1,4.6.3.2,4050105,non-personnel recurrent,3284000000
21182,106002 Aragatsotn Marzpetaran,4.5.1,4.2.5.1,4050106,non-personnel recurrent,97144000
21183,106003 Ararat Marzpetaran,4.5.1,4.2.5.1,4050106,non-personnel recurrent,35619000
21184,106004 Armavir Marzpetaran,4.5.1,4.2.5.1,4050106,non-personnel recurrent,35619000
21185,106005 Gegharkunik Marzpetaran,4.5.1,4.2.5.1,4050106,non-personnel recurrent,93906000
21186,106006 Lori Marzpetaran,4.5.1,4.2.5.1,4050106,non-personnel recurrent,68001000
21187,106007 Kotayk Marzpetaran,4.5.1,4.2.5.1,4050106,non-personnel recurrent,80953000
21188,106008 Shirak Marzpetaran,4.5.1,4.2.5.1,4050106,non-personnel recurrent,105239000
21189,106009 Syunik Marzpetaran,4.5.1,4.2.5.1,4050106,non-personnel recurrent,105239000
21190,106010 Vayots dzor Marzpetaran,4.5.1,4.2.5.1,4050106,non-personnel recurrent,65422000
21191,106011 Tavush Marzpetaran,4.5.1,4.2.5.1,4050106,non-personnel recurrent,72858000
21192,104018 Ministry of Transport and Communication of RA,4.5.1,4.8.6.1,4050107,non-personnel recurrent,909504000
21193,104018 Ministry of Transport and Communication of RA,4.5.1,5.1.1.3,4050107,capital,4842047700
21194,104018 Ministry of Transport and Communication of RA,4.5.1,5.1.2.9,4050107,capital,56844000
21195,104018 Ministry of Transport and Communication of RA,4.5.1,4.8.6.1,4050108,non-personnel recurrent,642602500
21196,104018 Ministry of Transport and Communication of RA,4.5.1,5.1.1.3,4050108,capital,11367002200
21197,104018 Ministry of Transport and Communication of RA,4.5.1,5.1.2.2,4050108,capital,1781100
21198,104018 Ministry of Transport and Communication of RA,4.5.1,4.6.3.7,4050109,non-personnel recurrent,29100000
21199,104018 Ministry of Transport and Communication of RA,4.5.1,4.8.6.1,4050110,non-personnel recurrent,1674851600
21200,104018 Ministry of Transport and Communication of RA,4.5.1,5.1.1.3,4050110,capital,23937653000
21201,104001 Ministry of Territorial Administration of RA,4.5.1,4.8.6.1,4050111,non-personnel recurrent,1014968600
21202,104001 Ministry of Territorial Administration of RA,4.5.1,5.1.1.3,4050111,capital,3392942100
21203,104001 Ministry of Territorial Administration of RA,4.5.1,5.1.2.9,4050111,capital,322495000
21204,104018 Ministry of Transport and Communication of RA,4.5.1,5.1.1.2,4050112,capital,26400000
21205,104018 Ministry of Transport and Communication of RA,4.5.1,4.8.6.1,4050114,non-personnel recurrent,0
21206,104013 Ministry of Defense of RA,4.5.3,4.7.2.9,4050301,non-personnel recurrent,13700000
21207,104018 Ministry of Transport and Communication of RA,4.5.3,4.5.1.1,4050302,non-personnel recurrent,155000000
21208,104018 Ministry of Transport and Communication of RA,4.5.3,4.5.1.1,4050303,non-personnel recurrent,43500000
21209,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.1.1.1,4050401,personnel,92832600
21210,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.1.1.3,4050401,personnel,5583100
21211,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.1.3.1,4050401,personnel,15477200
21212,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.1.2,4050401,non-personnel recurrent,8532700
21213,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.1.3,4050401,non-personnel recurrent,186700
21214,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.1.4,4050401,non-personnel recurrent,5749000
21215,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.1.5,4050401,non-personnel recurrent,160000
21216,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.1.6,4050401,non-personnel recurrent,1116000
21217,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.2.0,4050401,non-personnel recurrent,1294600
21218,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.2.1,4050401,non-personnel recurrent,0
21219,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.2.2,4050401,non-personnel recurrent,0
21220,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.3.2,4050401,non-personnel recurrent,50000
21221,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.3.4,4050401,non-personnel recurrent,100000
21222,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.3.7,4050401,non-personnel recurrent,300000
21223,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.3.9,4050401,non-personnel recurrent,300000
21224,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.5.2,4050401,non-personnel recurrent,1095100
