id,admin,cofog,gfsmExpense,programID,type,amount
20264,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.3.9,1030301,non-personnel recurrent,2000000
20265,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.4.1,1030301,non-personnel recurrent,2000000
20266,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.5.2,1030301,non-personnel recurrent,1002000
20267,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.6.1,1030301,non-personnel recurrent,600500
20268,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.6.4,1030301,non-personnel recurrent,3754000
20269,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.2.6.7,1030301,non-personnel recurrent,167100
20270,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.8.2.0,1030301,non-personnel recurrent,2344000
20271,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.3.3,4.8.2.3,1030301,non-personnel recurrent,0
20272,301007 Other bodies,1.3.3,4.1.1.1,1030301,personnel,5777200
20273,301007 Other bodies,1.3.3,4.1.3.1,1030301,personnel,792900
20274,301007 Other bodies,1.3.3,4.2.3.7,1030301,non-personnel recurrent,50000
20275,301007 Other bodies,1.3.3,4.2.6.1,1030301,non-personnel recurrent,180000
20276,106005 Gegharkunik Marzpetaran,1.3.3,4.1.1.1,1030302,personnel,2883800
20277,106005 Gegharkunik Marzpetaran,1.3.3,4.1.3.1,1030302,personnel,768600
20278,106005 Gegharkunik Marzpetaran,1.3.3,4.2.1.2,1030302,non-personnel recurrent,144000
20279,106005 Gegharkunik Marzpetaran,1.3.3,4.2.1.3,1030302,non-personnel recurrent,7800
20280,106005 Gegharkunik Marzpetaran,1.3.3,4.2.1.4,1030302,non-personnel recurrent,112800
20281,106005 Gegharkunik Marzpetaran,1.3.3,4.2.2.0,1030302,non-personnel recurrent,58400
20282,106005 Gegharkunik Marzpetaran,1.3.3,4.2.2.1,1030302,non-personnel recurrent,0
20283,106005 Gegharkunik Marzpetaran,1.3.3,4.8.6.1,1030302,non-personnel recurrent,194400
20284,104021 Ministry of Finance of RA,1.3.3,4.5.1.1,1030303,non-personnel recurrent,0
20285,104021 Ministry of Finance of RA,1.3.3,4.6.3.7,1030303,non-personnel recurrent,146148800
20286,101003 RA Government Staff,1.3.3,4.5.1.1,1030304,non-personnel recurrent,243679800
20287,105015 State Committee of Science of the Ministry of Education and Science of RA,1.4.1,4.6.3.7,1040101,non-personnel recurrent,361574000
20288,105015 State Committee of Science of the Ministry of Education and Science of RA,1.4.1,4.6.3.8,1040101,non-personnel recurrent,45569000
20289,105015 State Committee of Science of the Ministry of Education and Science of RA,1.4.1,4.6.3.9,1040101,non-personnel recurrent,12857000
20290,104024 Ministry of Diaspora of RA,1.4.1,4.6.3.7,1040102,non-personnel recurrent,7200000
20291,104024 Ministry of Diaspora of RA,1.4.1,4.6.3.9,1040102,non-personnel recurrent,3600000
20292,105015 State Committee of Science of the Ministry of Education and Science of RA,1.4.1,4.6.3.7,1040102,non-personnel recurrent,133575000
20293,105015 State Committee of Science of the Ministry of Education and Science of RA,1.4.1,4.6.3.8,1040102,non-personnel recurrent,4250000
20294,105015 State Committee of Science of the Ministry of Education and Science of RA,1.4.1,4.6.3.9,1040102,non-personnel recurrent,8457500
20295,101003 RA Government Staff,1.4.1,4.5.1.1,1040103,non-personnel recurrent,95000000
20296,104010 Ministry of Education and Science of RA,1.4.1,4.6.3.7,1040103,non-personnel recurrent,40000000
20297,104010 Ministry of Education and Science of RA,1.4.1,4.6.3.9,1040103,non-personnel recurrent,9050000
20298,105015 State Committee of Science of the Ministry of Education and Science of RA,1.4.1,4.6.3.7,1040103,non-personnel recurrent,5400133800
20299,105015 State Committee of Science of the Ministry of Education and Science of RA,1.4.1,4.6.3.8,1040103,non-personnel recurrent,193004800
20300,105015 State Committee of Science of the Ministry of Education and Science of RA,1.4.1,4.6.5.5,1040103,non-personnel recurrent,0
20301,105015 State Committee of Science of the Ministry of Education and Science of RA,1.4.1,4.7.2.9,1040103,non-personnel recurrent,209600000
20302,105015 State Committee of Science of the Ministry of Education and Science of RA,1.4.1,4.6.3.9,1040104,non-personnel recurrent,665600000
20303,105015 State Committee of Science of the Ministry of Education and Science of RA,1.4.1,4.6.3.7,1040105,non-personnel recurrent,588930000
20304,105015 State Committee of Science of the Ministry of Education and Science of RA,1.5.1,4.6.3.7,1050101,non-personnel recurrent,711583900
20305,105015 State Committee of Science of the Ministry of Education and Science of RA,1.5.1,4.6.3.8,1050101,non-personnel recurrent,96602900
20306,105015 State Committee of Science of the Ministry of Education and Science of RA,1.5.1,4.6.3.9,1050101,non-personnel recurrent,54339100
20307,105015 State Committee of Science of the Ministry of Education and Science of RA,1.5.1,4.6.3.7,1050102,non-personnel recurrent,129778300
20308,105004 RA Public Services Regulatory Committee,1.6.1,4.1.1.1,1060101,personnel,321516000
20309,105004 RA Public Services Regulatory Committee,1.6.1,4.1.3.1,1060101,personnel,32800000
20310,105004 RA Public Services Regulatory Committee,1.6.1,4.2.1.2,1060101,non-personnel recurrent,6460000
20311,105004 RA Public Services Regulatory Committee,1.6.1,4.2.1.3,1060101,non-personnel recurrent,260000
20312,105004 RA Public Services Regulatory Committee,1.6.1,4.2.1.4,1060101,non-personnel recurrent,7200000
20313,105004 RA Public Services Regulatory Committee,1.6.1,4.2.1.5,1060101,non-personnel recurrent,440000
20314,105004 RA Public Services Regulatory Committee,1.6.1,4.2.2.0,1060101,non-personnel recurrent,10559800
20315,105004 RA Public Services Regulatory Committee,1.6.1,4.2.2.1,1060101,non-personnel recurrent,0
20316,105004 RA Public Services Regulatory Committee,1.6.1,4.2.2.2,1060101,non-personnel recurrent,0
20317,105004 RA Public Services Regulatory Committee,1.6.1,4.2.3.2,1060101,non-personnel recurrent,680000
20318,105004 RA Public Services Regulatory Committee,1.6.1,4.2.3.4,1060101,non-personnel recurrent,750000
20319,105004 RA Public Services Regulatory Committee,1.6.1,4.2.3.7,1060101,non-personnel recurrent,1000000
20320,105004 RA Public Services Regulatory Committee,1.6.1,4.2.3.9,1060101,non-personnel recurrent,640000
20321,105004 RA Public Services Regulatory Committee,1.6.1,4.2.5.2,1060101,non-personnel recurrent,4152300
20322,105004 RA Public Services Regulatory Committee,1.6.1,4.2.6.1,1060101,non-personnel recurrent,7000000
20323,105004 RA Public Services Regulatory Committee,1.6.1,4.2.6.4,1060101,non-personnel recurrent,8525700
20324,105004 RA Public Services Regulatory Committee,1.6.1,4.2.6.7,1060101,non-personnel recurrent,810000
20325,105004 RA Public Services Regulatory Committee,1.6.1,4.6.2.1,1060101,non-personnel recurrent,1817100
20326,105004 RA Public Services Regulatory Committee,1.6.1,4.8.2.0,1060101,non-personnel recurrent,200000
20327,105004 RA Public Services Regulatory Committee,1.6.1,4.8.2.2,1060101,non-personnel recurrent,0
20328,105005 RA Central Election Commission,1.6.1,4.1.1.1,1060101,personnel,115346100
20329,105005 RA Central Election Commission,1.6.1,4.1.1.3,1060101,personnel,5491700
20330,105005 RA Central Election Commission,1.6.1,4.1.3.1,1060101,personnel,16195700
20331,105005 RA Central Election Commission,1.6.1,4.2.1.2,1060101,non-personnel recurrent,9230800
20332,105005 RA Central Election Commission,1.6.1,4.2.1.3,1060101,non-personnel recurrent,431000
20333,105005 RA Central Election Commission,1.6.1,4.2.1.4,1060101,non-personnel recurrent,20979600
20334,105005 RA Central Election Commission,1.6.1,4.2.1.5,1060101,non-personnel recurrent,160000
20335,105005 RA Central Election Commission,1.6.1,4.2.2.0,1060101,non-personnel recurrent,4793700
20336,105005 RA Central Election Commission,1.6.1,4.2.2.1,1060101,non-personnel recurrent,0
20337,105005 RA Central Election Commission,1.6.1,4.2.2.2,1060101,non-personnel recurrent,0
20338,105005 RA Central Election Commission,1.6.1,4.2.3.2,1060101,non-personnel recurrent,1379600
20339,105005 RA Central Election Commission,1.6.1,4.2.3.4,1060101,non-personnel recurrent,216000
20340,105005 RA Central Election Commission,1.6.1,4.2.3.7,1060101,non-personnel recurrent,500000
20341,105005 RA Central Election Commission,1.6.1,4.2.5.2,1060101,non-personnel recurrent,956000
20342,105005 RA Central Election Commission,1.6.1,4.2.6.1,1060101,non-personnel recurrent,1473900
20343,105005 RA Central Election Commission,1.6.1,4.2.6.4,1060101,non-personnel recurrent,3800000
20344,105005 RA Central Election Commission,1.6.1,4.2.6.7,1060101,non-personnel recurrent,295800
20345,105005 RA Central Election Commission,1.6.1,4.6.2.1,1060101,non-personnel recurrent,1000000
20346,105005 RA Central Election Commission,1.6.1,4.8.2.0,1060101,non-personnel recurrent,44000
20347,105005 RA Central Election Commission,1.6.1,4.8.2.2,1060101,non-personnel recurrent,0
20348,105005 RA Central Election Commission,1.6.1,4.8.6.1,1060102,non-personnel recurrent,977552500
20349,105019 Police adjunct to the Government of RA,1.6.1,4.2.1.4,1060102,non-personnel recurrent,239468800
20350,105019 Police adjunct to the Government of RA,1.6.1,4.2.6.1,1060102,non-personnel recurrent,9457500
20351,105005 RA Central Election Commission,1.6.1,4.8.6.1,1060103,non-personnel recurrent,996240000
20352,105019 Police adjunct to the Government of RA,1.6.1,4.2.1.4,1060103,non-personnel recurrent,239468800
20353,105019 Police adjunct to the Government of RA,1.6.1,4.2.6.1,1060103,non-personnel recurrent,9457500
20354,103001 Office of Public Prosecutor of RA,1.6.1,4.2.3.5,1060104,non-personnel recurrent,162728000
20355,104003 Ministry of Justice of RA,1.6.1,4.2.3.5,1060104,non-personnel recurrent,119554300
20356,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.6.3.7,1060105,non-personnel recurrent,21138000
20357,104021 Ministry of Finance of RA,1.6.1,4.8.6.1,1060106,non-personnel recurrent,217901800
20358,104021 Ministry of Finance of RA,1.6.1,5.1.2.9,1060106,capital,820827500
20359,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.6.3.7,1060107,non-personnel recurrent,35000000
20360,104023 Ministry of Emergency Situations of RA,1.6.1,4.5.1.1,1060108,non-personnel recurrent,435522600
20361,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.1.1.1,1060109,personnel,1411356300
20362,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.1.1.2,1060109,personnel,898090000
20363,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.1.1.3,1060109,personnel,80752700
20364,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.1.3.1,1060109,personnel,370651500
20365,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.1.2,1060109,non-personnel recurrent,98738400
20366,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.1.3,1060109,non-personnel recurrent,4614600
20367,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.1.4,1060109,non-personnel recurrent,36840300
20368,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.1.5,1060109,non-personnel recurrent,2560000
20369,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.1.6,1060109,non-personnel recurrent,126000000
20370,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.1.7,1060109,non-personnel recurrent,56000000
20371,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.2.0,1060109,non-personnel recurrent,26000000
20372,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.2.1,1060109,non-personnel recurrent,0
20373,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.2.2,1060109,non-personnel recurrent,0
20374,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.3.1,1060109,non-personnel recurrent,2000000
20375,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.3.4,1060109,non-personnel recurrent,20000000
20376,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.3.7,1060109,non-personnel recurrent,4000000
20377,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.3.9,1060109,non-personnel recurrent,28505900
20378,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.4.1,1060109,non-personnel recurrent,107700000
20379,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.5.1,1060109,non-personnel recurrent,60000000
20380,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.5.2,1060109,non-personnel recurrent,30680000
20381,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.6.1,1060109,non-personnel recurrent,40000000
20382,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.6.4,1060109,non-personnel recurrent,51400000
20383,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.2.6.7,1060109,non-personnel recurrent,5000000
20384,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.8.2.0,1060109,non-personnel recurrent,1604000
20385,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.8.2.2,1060109,non-personnel recurrent,0
20386,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.8.2.3,1060109,non-personnel recurrent,0
20387,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,4.8.9.1,1060109,non-personnel recurrent,9000000
20388,104021 Ministry of Finance of RA,1.6.1,4.8.6.1,1060110,non-personnel recurrent,106865700
20389,105004 RA Public Services Regulatory Committee,1.6.1,5.1.2.1,1060111,capital,9000000
20390,105004 RA Public Services Regulatory Committee,1.6.1,5.1.2.2,1060111,capital,4160000
20391,104021 Ministry of Finance of RA,1.6.1,4.8.6.1,1060112,non-personnel recurrent,73442400
20392,104021 Ministry of Finance of RA,1.6.1,5.1.2.9,1060112,capital,2273800
20393,104021 Ministry of Finance of RA,1.6.1,4.8.6.1,1060113,non-personnel recurrent,123162000
20394,104021 Ministry of Finance of RA,1.6.1,5.1.2.9,1060113,capital,17280600
20395,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,5.1.2.1,1060114,capital,24000000
20396,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,5.1.2.2,1060114,capital,110000000
20397,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,5.1.3.2,1060114,capital,10000000
20398,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,5.1.3.3,1060114,capital,475216300
20399,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,1.6.1,5.1.3.4,1060114,capital,3000000
20400,104021 Ministry of Finance of RA,1.6.1,4.8.6.1,1060115,non-personnel recurrent,216954600
20401,104021 Ministry of Finance of RA,1.6.1,5.1.2.9,1060115,capital,8526600
20402,104021 Ministry of Finance of RA,1.6.1,4.8.6.1,1060116,non-personnel recurrent,1781100
20403,104021 Ministry of Finance of RA,1.6.1,4.8.6.1,1060117,non-personnel recurrent,17053200
20404,104021 Ministry of Finance of RA,1.6.1,4.8.6.1,1060118,non-personnel recurrent,1035697700
20405,104021 Ministry of Finance of RA,1.6.1,5.1.1.3,1060118,capital,977716800
20406,104021 Ministry of Finance of RA,1.6.1,5.1.2.9,1060118,capital,409655800
20407,104021 Ministry of Finance of RA,1.6.1,4.8.6.1,1060119,non-personnel recurrent,166742400
20408,104021 Ministry of Finance of RA,1.6.1,5.1.2.9,1060119,capital,7730800
20409,104021 Ministry of Finance of RA,1.6.1,4.8.6.1,1060120,non-personnel recurrent,123654600
20410,104021 Ministry of Finance of RA,1.6.1,5.1.2.9,1060120,capital,41685600
20411,104021 Ministry of Finance of RA,1.6.1,4.8.6.1,1060121,non-personnel recurrent,4168600
20412,104021 Ministry of Finance of RA,1.6.1,4.8.6.1,1060122,non-personnel recurrent,0
20413,105005 RA Central Election Commission,1.6.1,4.2.3.2,1060123,non-personnel recurrent,0
20414,105005 RA Central Election Commission,1.6.1,5.1.2.2,1060123,capital,0
20415,105005 RA Central Election Commission,1.6.1,5.1.3.2,1060123,capital,0
20416,104003 Ministry of Justice of RA,1.6.1,4.2.3.5,1060124,non-personnel recurrent,0
20417,104021 Ministry of Finance of RA,1.7.1,4.4.0.0,1070101,non-personnel recurrent,25889170000
20418,104021 Ministry of Finance of RA,1.7.1,4.4.1.1,1070101,non-personnel recurrent,0
